1102,29.8553
1393,14.5153
1658,14
1659,14
5984,122.147
6679,25.3526
11147,119.231
11364,14
11644,14.2551
12998,41.6586
13422,18.1002
13733,15.0806
13991,14
14283,14.5729
15232,32.1125
15823,22.5593
15947,14
17537,46.5537
19846,66.264
20766,31.3323
22976,59.2845
23248,14.0577
23311,14
24395,35.7182
24863,17.9854
25113,14
25117,14
25395,14
25863,19.2882
26216,16.2173
27434,39.3011
27685,14
27742,14
28642,29.6085
28940,14
28975,14
29399,17.0637
29617,14
30739,36.7268
33024,67.7265
33116,14
33204,14
35393,59.1732
36919,47.5094
36919,14
37014,14
37662,24.0844
37871,14
38856,33.0851
39251,17.296
39765,20.3848
40025,14
40637,22.2688
40683,14
40707,14
41058,16.1767
41058,14
42058,33.2197
42058,14
42602,21.2961
42885,14.3664
43042,14
43091,14
43389,14
43698,14.3896
43928,14
44579,23.6551
46322,52.1504
46457,14
47875,44.0612
48535,23.4462
48777,14
49355,22.2083
51253,54.374
51368,14
51905,21.1232
52035,14
52482,17.8364
52688,14
52982,14
54008,34.1715
55015,31.5256
55363,15.1844
55427,14
57585,63.0132
58133,14.4127
58293,14
58531,14
58533,14
58932,15.694
61090,64.3443
61560,14
61765,14
